Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating
SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,510 EAST MAIN STREET,ANTLERS,OK,74523,PUSHMATAHA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
SETON NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,TRAVIS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,EDGECOMBE,Acute Care Hospitals,Government - Local,True,3.0
FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,True,1.0
LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,NEWARK,OH,43055,LICKING,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,BERKS,Acute Care Hospitals,Proprietary,False,5.0
JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,PA,17740,LYCOMING,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
STURGIS REGIONAL HOSPITAL,949 HARMON STREET,STURGIS,SD,57785,MEADE,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,ROBERTSON,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
GHS OCONEE MEMORIAL  HOSPITAL,298 MEMORIAL DRIVE,SENECA,SC,29672,OCONEE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
WILLIAMSBURG REGIONAL HOSPITAL,500 NELSON BOULEVARD,KINGSTREE,SC,29556,WILLIAMSBURG,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,WILMINGTON,OH,45177,CLINTON,Acute Care Hospitals,Government - Local,True,3.0
PALMERTON HOSPITAL,135 LAFAYETTE AVENUE,PALMERTON,PA,18071,CARBON,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DR,SPRUCE PINE,NC,28777,MITCHELL,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
WYANDOT MEMORIAL HOSPITAL,885 NORTH SANDUSKY AVENUE,UPPER SANDUSKY,OH,43351,WYANDOT,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
HEART OF LANCASTER REGIONAL MEDICAL CENTER,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,LANCASTER,Acute Care Hospitals,Proprietary,True,3.0
BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,HANCOCK,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960,BUCKS,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
SPEARFISH REGIONAL HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
DUKE REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,DURHAM,Acute Care Hospitals,Government - Local,True,3.0
F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,CASS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,RICHMOND,Acute Care Hospitals,Proprietary,True,3.0
SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,ELIZABETH CITY,NC,27909,PASQUOTANK,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,IREDELL,Acute Care Hospitals,Proprietary,True,2.0
LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,EL PASO,Acute Care Hospitals,Proprietary,True,2.0
EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,EAST NORRITON,PA,19403,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,97058,WASCO,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,VAN WERT,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HILLCREST HOSPITAL HENRYETTA,2401 W MAIN DEWEY BARTLETT AND MAIN,HENRYETTA,OK,74437,OKMULGEE,Acute Care Hospitals,Proprietary,True,3.0
METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,158 WEST MAIN ROAD,CONNEAUT,OH,44030,ASHTABULA,Critical Access Hospitals,Voluntary non-profit - Other,True,4.0
KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,Acute Care Hospitals,Proprietary,True,4.0
ST CHARLES - MADRAS,470 NE A STREET,MADRAS,OR,97741,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,HUGO,OK,74743,CHOCTAW,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,ADA,OK,74820,PONTOTOC,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,OR,97124,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,HIDALGO,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,Acute Care Hospitals,Government - Local,True,3.0
MARY BLACK HEALTH SYSTEM GAFFNEY,1530 N LIMESTONE ST,GAFFNEY,SC,29340,CHEROKEE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,YOUNG,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,Acute Care Hospitals,Government - Local,True,1.0
PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,MILAN,TN,38358,GIBSON,Acute Care Hospitals,Government - Local,True,3.0
BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,HARNETT,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,LUCAS,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
SAMARITAN PACIFIC COMMUNITY HOSPITAL,930 SW ABBEY STREET,NEWPORT,OR,97365,LINCOLN,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,GUERNSEY,Acute Care Hospitals,Voluntary non-profit - Private,False,3.0
FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,FRANKLIN,NC,28734,MACON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ADENA REGIONAL MEDICAL CENTER,272 HOSPITAL ROAD,CHILLICOTHE,OH,45601,ROSS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,CHARLESTON,Acute Care Hospitals,Proprietary,True,4.0
WESTERN PENNSYLVANIA HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,CUYAHOGA,Acute Care Hospitals,Proprietary,True,3.0
LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,LINCOLN,Acute Care Hospitals,Government - Local,True,3.0
PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,LONDON,OH,43140,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,MARTIN,Acute Care Hospitals,Government - Local,True,2.0
EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,COMANCHE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,TN,37371,MCMINN,Acute Care Hospitals,Proprietary,True,3.0
MERCY ST ANNE HOSPITAL,3404 SYLVANIA AVENUE,TOLEDO,OH,43623,LUCAS,Acute Care Hospitals,Voluntary non-profit - Church,True,5.0
ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,PORTAGE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TYRONE HOSPITAL,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,Acute Care Hospitals,Government - Hospital District or Authority,True,1.0
MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,OREGON,OH,43616,LUCAS,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,HENRY,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,SMITH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,MAHONING,Acute Care Hospitals,Voluntary non-profit - Church,True,1.0
ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,PA,18951,BUCKS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,PICKAWAY,Acute Care Hospitals,Government - Local,True,3.0
PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,1515 VILLAGE DRIVE,COTTAGE GROVE,OR,97424,LANE,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301,CRAIG,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,Acute Care Hospitals,Government - Local,True,1.0
BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,False,4.0
JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,ND,58401,STUTSMAN,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
HOLDENVILLE GENERAL HOSPITAL,100 MCDOUGAL DRIVE,HOLDENVILLE,OK,74848,HUGHES,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,Acute Care Hospitals,Government - Local,True,3.0
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,PA,17403,YORK,Acute Care Hospitals,Voluntary non-profit - Private,False,4.0
"MERCY HOSPITAL LOGAN COUNTY, INC",200 SOUTH ACADEMY ROAD,GUTHRIE,OK,73044,LOGAN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CAROLINAS HEALTH CARE SYSTEM ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,28170,ANSON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OREGON,OH,43616,LUCAS,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,OR,97630,LAKE,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,HIDALGO,Acute Care Hospitals,Proprietary,True,3.0
GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
FORT LOUDON MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
AVERA QUEEN OF PEACE,525 N FOSTER,MITCHELL,SD,57301,DAVISON,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
WINDBER HOSPITAL,600 SOMERSET AVENUE,WINDBER,PA,15963,SOMERSET,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,37055,DICKSON,Acute Care Hospitals,Proprietary,True,3.0
FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,Acute Care Hospitals,Proprietary,True,3.0
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,SCHUYLKILL,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,COLLIN,Acute Care Hospitals,Proprietary,True,4.0
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SIOUX FALLS SPECIALTY HOSPITAL LLP,910 EAST 20TH STREET,SIOUX FALLS,SD,57105,MINNEHAHA,Acute Care Hospitals,Proprietary,False,5.0
PEACE HARBOR MEDICAL CENTER,400 9TH STREET,FLORENCE,OR,97439,LANE,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
INTEGRIS MIAMI HOSPITAL,200 SECOND AVENUE SOUTHWEST,MIAMI,OK,74355,OTTAWA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY HOSPITAL KINGFISHER,1000 KINGFISHER HOSPITAL DRIVE,KINGFISHER,OK,73750,KINGFISHER,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,WAKE,Acute Care Hospitals,Government - State,True,3.0
"LAUGHLIN MEMORIAL HOSPITAL, INC",1420 TUSCULUM BLVD,GREENEVILLE,TN,37745,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,Acute Care Hospitals,Proprietary,False,3.0
KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
CHARLES COLE MEMORIAL HOSPITAL,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,HIGHLAND,Critical Access Hospitals,Government - Hospital District or Authority,True,2.0
"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
MARY HURLEY HOSPITAL,6 NORTH COVINGTON,COALGATE,OK,74538,COAL,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,LUCAS,Acute Care Hospitals,Government - State,True,1.0
MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,TISHOMINGO,OK,73460,JOHNSTON,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,DALLAS,TX,75226,DALLAS,Acute Care Hospitals,Proprietary,True,4.0
ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,SANDUSKY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,BEXAR,Acute Care Hospitals,Proprietary,True,4.0
TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 N,SHELBYVILLE,TN,37160,BEDFORD,Acute Care Hospitals,Proprietary,True,1.0
TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,CHARLESTON,Acute Care Hospitals,Proprietary,True,2.0
OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,Acute Care Hospitals,Proprietary,True,2.0
BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,GALION,OH,44833,CRAWFORD,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,OR,97420,COOS,Acute Care Hospitals,Government - Hospital District or Authority,True,1.0
CLARENDON MEMORIAL HOSPITAL,10 HOSPITAL ST BOX 550,MANNING,SC,29102,CLARENDON,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,17901,SCHUYLKILL,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
MCLEOD LORIS SEACOAST HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PALMETTO HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
